# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Tue Apr 13 07:44:16 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 7.30103 0.9637643099 2.4650011063    0.963 -0.288  3.6891  4.419    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.491 7.704 6.793 5.828 5.211 4.757 4.114 3.586 3.513
0.0152 0.01508 7.30103 0.9943011999 2.4717147350    0.994 -0.206  3.7031  4.406    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -4.9e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.285 7.212 6.448 5.543 4.977 4.551 3.956 3.470 3.403
0.0152 0.01508 7.30103 1.0000000000 2.4729156494    1.000 -0.190  3.7058  4.403    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.08e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.245 7.121 6.384 5.490 4.933 4.512 3.926 3.448 3.382
0.0152 0.01508 7.30103 1.0082366467 2.4746234417    1.008 -0.167  3.7096  4.399    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.29e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.188 6.990 6.293 5.414 4.869 4.455 3.882 3.415 3.351
0.0152 0.01508 7.30103 1.0320656300 2.4793887138    1.032 -0.098  3.7210  4.385    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 5.015 6.610 6.025 5.191 4.681 4.288 3.751 3.315 3.256
0.0152 0.01508 7.30103 1.0499999523 2.4828116894    1.050 -0.043  3.7297  4.373    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.68e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 4.879 6.325 5.824 5.022 4.537 4.157 3.648 3.236 3.180
0.0152 0.01508 7.30103 1.0511350632 2.4830236435    1.051 -0.040  3.7303  4.373    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.72e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 4.870 6.308 5.811 5.012 4.528 4.149 3.641 3.231 3.175
0.0152 0.01508 7.30103 1.0713665485 2.4867179394    1.071  0.024  3.7402  4.356    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.61e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 4.709 5.986 5.576 4.817 4.360 3.998 3.521 3.136 3.084
0.0152 0.01508 7.30103 1.0910463333 2.4901607037    1.090  0.089  3.7499  4.338    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.65e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 4.548 5.661 5.347 4.628 4.198 3.852 3.402 3.040 2.993
0.0152 0.01508 7.30103 1.1000000238 2.4916803837    1.099  0.119  3.7543  4.330    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.19e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.720e-03 -1.000 1.527e-02 4.473 5.518 5.243 4.542 4.124 3.784 3.347 2.995 2.950
