# File generated by CMD 3.4 (http://stev.oapd.inaf.it/cmd) on Tue Apr 13 07:45:07 CEST 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 7.60206 0.6194635630 2.3338379860    0.619 -1.102  3.5560  4.508    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.09e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.526 11.815 10.489 9.103 8.073 6.927 5.788 5.115 4.894
0.0152 0.01508 7.60206 0.6356652379 2.3437433243    0.636 -1.069  3.5614  4.508    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.53e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 7.441 11.670 10.333 8.949 7.936 6.829 5.719 5.042 4.826
0.0152 0.01508 7.60206 0.6499999762 2.3520355225    0.650 -1.032  3.5673  4.504    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.13e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.718e-03 -1.000 1.527e-02 7.349 11.516 10.166 8.784 7.788 6.724 5.643 4.961 4.751
0.0152 0.01508 7.60206 0.6581249833 2.3565514088    0.658 -1.011  3.5711  4.503    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.49e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.718e-03 -1.000 1.527e-02 7.296 11.424 10.066 8.685 7.700 6.663 5.601 4.915 4.710
0.0152 0.01508 7.60206 0.6924126148 2.3742737770    0.693 -0.910  3.5901  4.501    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.718e-03 -1.000 1.527e-02 7.045 10.989 9.591 8.229 7.290 6.383 5.401 4.697 4.520
0.0152 0.01508 7.60206 0.7000000477 2.3779268265    0.700 -0.885  3.5951  4.500    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-14      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.718e-03 -1.000 1.527e-02 6.982 10.880 9.471 8.118 7.191 6.315 5.349 4.643 4.474
0.0152 0.01508 7.60206 0.7162392735 2.3854470253    0.716 -0.813  3.6173  4.527    0  0.000  0.542     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-14      0.00 7.092e-01 2.755e-01 2.734e-03 7.405e-04 6.719e-03 -1.000 1.527e-02 6.802 10.474 9.029 7.733 6.859 6.111 5.220 4.517 4.382
0.0152 0.01508 7.60206 0.7332742214 2.3929252625    0.733 -0.737  3.6396  4.551    0  0.000  0.540     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-14      0.00 7.092e-01 2.755e-01 2.721e-03 7.401e-04 6.719e-03 -1.000 1.527e-02 6.613 9.959 8.545 7.339 6.529 5.906 5.087 4.408 4.304
0.0152 0.01508 7.60206 0.7466819882 2.3985359669    0.747 -0.677  3.6562  4.565    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.59e-14      0.00 7.092e-01 2.755e-01 2.712e-03 7.399e-04 6.719e-03 -1.000 1.527e-02 6.462 9.444 8.170 7.043 6.290 5.743 4.984 4.350 4.259
0.0152 0.01508 7.60206 0.7500000000 2.3998889923    0.750 -0.662  3.6602  4.568    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.64e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 6.425 9.312 8.080 6.972 6.235 5.702 4.958 4.337 4.249
0.0152 0.01508 7.60206 0.7670024633 2.4066112041    0.767 -0.603  3.6703  4.559    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 6.277 8.930 7.802 6.745 6.049 5.548 4.840 4.251 4.169
0.0152 0.01508 7.60206 0.7910925150 2.4155690670    0.791 -0.518  3.6856  4.549    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.27e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 6.066 8.375 7.413 6.428 5.793 5.330 4.677 4.139 4.064
0.0152 0.01508 7.60206 0.8000000119 2.4187245369    0.800 -0.488  3.6913  4.546    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.43e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 5.989 8.182 7.276 6.317 5.702 5.252 4.618 4.097 4.025
0.0152 0.01508 7.60206 0.8200746775 2.4255480766    0.820 -0.420  3.7040  4.540    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.83e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 5.821 7.755 6.983 6.078 5.509 5.085 4.494 4.011 3.944
0.0152 0.01508 7.60206 0.8287867904 2.4283912182    0.828 -0.392  3.7095  4.538    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.01e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.527e-02 5.749 7.580 6.863 5.980 5.429 5.014 4.442 3.975 3.911
0.0152 0.01508 7.60206 0.8500000238 2.4350347519    0.850 -0.343  3.7189  4.538    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.33e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.398e-04 6.719e-03 -1.000 1.526e-02 5.629 7.285 6.662 5.816 5.295 4.898 4.356 3.915 3.855
0.0152 0.01508 7.60206 0.8944975138 2.4478006363    0.894 -0.261  3.7362  4.547    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.91e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.526e-02 5.423 6.791 6.326 5.547 5.073 4.704 4.216 3.821 3.767
0.0152 0.01508 7.60206 0.9000000358 2.4492788315    0.899 -0.254  3.7377  4.549    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.96e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 5.406 6.750 6.298 5.525 5.055 4.689 4.205 3.814 3.761
0.0152 0.01508 7.60206 0.9204960465 2.4546060562    0.920 -0.231  3.7427  4.556    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -4.1e-14      0.00 7.092e-01 2.755e-01 2.709e-03 7.397e-04 6.718e-03 -1.000 1.527e-02 5.348 6.607 6.204 5.450 4.995 4.637 4.169 3.790 3.739
0.0152 0.01508 7.60206 0.9500000477 2.4618122578    0.950 -0.193  3.7492  4.557    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -4.4e-14      0.00 7.093e-01 2.755e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 5.252 6.398 6.062 5.335 4.899 4.551 4.101 3.738 3.690
0.0152 0.01508 7.60206 0.9704274535 2.4665076733    0.970 -0.169  3.7529  4.558    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.59e-14      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 5.194 6.280 5.980 5.268 4.842 4.499 4.060 3.704 3.659
0.0152 0.01508 7.60206 1.0000000000 2.4729156494    1.000 -0.124  3.7588  4.550    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.05e-14      0.00 7.093e-01 2.754e-01 2.709e-03 7.396e-04 6.718e-03 -1.000 1.527e-02 5.080 6.075 5.828 5.141 4.730 4.397 3.973 3.631 3.588
0.0152 0.01508 7.60206 1.0233886242 2.4776830673    1.023 -0.088  3.7631  4.541    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.28e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 4.990 5.922 5.711 5.042 4.642 4.316 3.903 3.571 3.530
0.0152 0.01508 7.60206 1.0499999523 2.4828116894    1.050 -0.037  3.7692  4.525    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -5.74e-14      0.00 7.093e-01 2.754e-01 2.708e-03 7.395e-04 6.717e-03 -1.000 1.527e-02 4.862 5.707 5.545 4.902 4.518 4.201 3.805 3.486 3.448
0.0152 0.01508 7.60206 1.1000000238 2.4916803837    1.099  0.059  3.7798  4.492    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -6.7e-14      0.00 7.094e-01 2.753e-01 2.708e-03 7.393e-04 6.715e-03 -1.000 1.527e-02 4.623 5.328 5.241 4.645 4.288 3.988 3.620 3.323 3.290
0.0152 0.01508 7.60206 1.1221781969 2.4953243732    1.121  0.101  3.7844  4.476    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.15e-14      0.00 7.094e-01 2.753e-01 2.707e-03 7.393e-04 6.714e-03 -1.000 1.527e-02 4.516 5.172 5.109 4.533 4.186 3.894 3.536 3.248 3.218
0.0152 0.01508 7.60206 1.1499999762 2.4996678829    1.149  0.154  3.7903  4.458    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -7.75e-14      0.00 7.095e-01 2.753e-01 2.707e-03 7.391e-04 6.713e-03 -1.000 1.524e-02 4.386 4.979 4.947 4.395 4.062 3.779 3.436 3.160 3.132
0.0152 0.01508 7.60206 1.2000000477 2.5068950653    1.200  0.249  3.8010  4.424    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.89e-14      0.00 7.095e-01 2.752e-01 2.707e-03 7.390e-04 6.712e-03 -1.000 1.527e-02 4.148 4.643 4.653 4.148 3.839 3.573 3.255 3.000 2.976
0.0152 0.01508 7.60206 1.2500000000 2.5134611130    1.250  0.341  3.8116  4.393    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-13      0.00 7.096e-01 2.752e-01 2.707e-03 7.390e-04 6.712e-03 -1.000 1.527e-02 3.918 4.332 4.372 3.911 3.625 3.375 3.082 2.847 2.827
0.0152 0.01508 7.60206 1.2654309273 2.5153675079    1.265  0.369  3.8152  4.384    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.096e-01 2.752e-01 2.707e-03 7.390e-04 6.712e-03 -1.000 1.527e-02 3.848 4.241 4.286 3.837 3.559 3.315 3.030 2.802 2.783
0.0152 0.01508 7.60206 1.2999999523 2.5194499493    1.300  0.425  3.8215  4.365    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-13      0.00 7.096e-01 2.751e-01 2.706e-03 7.389e-04 6.712e-03 -1.000 1.527e-02 3.708 4.069 4.119 3.693 3.426 3.193 2.923 2.708 2.690
0.0152 0.01508 7.60206 1.3500001431 2.5249314308    1.350  0.502  3.8310  4.342    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.16e-13      0.00 7.097e-01 2.751e-01 2.706e-03 7.389e-04 6.711e-03 -1.000 1.522e-02 3.515 3.833 3.886 3.493 3.245 3.027 2.779 2.583 2.567
0.0152 0.01508 7.60206 1.4000000954 2.5299651623    1.400  0.575  3.8407  4.324    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.18e-13      0.00 7.097e-01 2.751e-01 2.706e-03 7.389e-04 6.711e-03 -1.000 1.520e-02 3.332 3.618 3.667 3.305 3.075 2.874 2.647 2.470 2.456
0.0152 0.01508 7.60206 1.4500000477 2.5346016884    1.450  0.643  3.8515  4.315    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-13      0.00 7.097e-01 2.751e-01 2.706e-03 7.388e-04 6.711e-03 -1.000 1.526e-02 3.163 3.418 3.461 3.130 2.922 2.739 2.537 2.380 2.367
0.0152 0.01508 7.60206 1.5000000000 2.5388846397    1.500  0.708  3.8636  4.313    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-13      0.00 7.097e-01 2.750e-01 2.705e-03 7.388e-04 6.710e-03 -1.000 1.526e-02 3.000 3.228 3.259 2.962 2.778 2.617 2.440 2.307 2.295
0.0152 0.01508 7.60206 1.5500001907 2.5428512096    1.550  0.770  3.8769  4.318    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -8.88e-14      0.00 7.097e-01 2.750e-01 2.705e-03 7.387e-04 6.710e-03 -1.000 1.526e-02 2.844 3.051 3.066 2.803 2.645 2.508 2.359 2.249 2.239
0.0152 0.01508 7.60206 1.6000000238 2.5465342999    1.600  0.831  3.8902  4.324    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -6.66e-14      0.00 7.098e-01 2.750e-01 2.705e-03 7.386e-04 6.709e-03 -1.000 1.526e-02 2.693 2.881 2.880 2.651 2.519 2.405 2.284 2.196 2.187
0.0152 0.01508 7.60206 1.6500000954 2.5499615669    1.649  0.888  3.9027  4.330    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.72e-14      0.00 7.098e-01 2.749e-01 2.705e-03 7.386e-04 6.708e-03 -1.000 1.525e-02 2.550 2.725 2.709 2.512 2.404 2.313 2.215 2.147 2.139
0.0152 0.01508 7.60206 1.7000000477 2.5531582832    1.699  0.944  3.9146  4.335    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.098e-01 2.749e-01 2.705e-03 7.385e-04 6.708e-03 -1.000 1.525e-02 2.411 2.575 2.546 2.381 2.296 2.226 2.149 2.098 2.091
0.0152 0.01508 7.60206 1.7500000000 2.5561456680    1.749  0.997  3.9260  4.339    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.098e-01 2.749e-01 2.704e-03 7.385e-04 6.708e-03 -1.000 1.526e-02 2.277 2.432 2.395 2.261 2.197 2.144 2.087 2.049 2.043
0.0152 0.01508 7.60206 1.8000000715 2.5589430332    1.799  1.049  3.9367  4.343    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.099e-01 2.749e-01 2.704e-03 7.384e-04 6.707e-03 -1.000 1.524e-02 2.147 2.294 2.256 2.151 2.105 2.067 2.027 2.000 1.995
0.0152 0.01508 7.60206 1.8500000238 2.5615673065    1.849  1.098  3.9467  4.346    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.099e-01 2.749e-01 2.704e-03 7.384e-04 6.707e-03 -1.000 1.524e-02 2.025 2.164 2.135 2.053 2.021 1.995 1.970 1.953 1.949
0.0152 0.01508 7.60206 1.9000000954 2.5640332699    1.899  1.146  3.9562  4.348    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.099e-01 2.749e-01 2.704e-03 7.383e-04 6.706e-03 -1.000 1.524e-02 1.906 2.038 2.023 1.961 1.941 1.926 1.914 1.904 1.902
0.0152 0.01508 7.60206 1.9500001669 2.5663545132    1.950  1.192  3.9655  4.350    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.099e-01 2.748e-01 2.704e-03 7.383e-04 6.706e-03 -1.000 1.523e-02 1.790 1.918 1.920 1.876 1.866 1.860 1.860 1.857 1.856
0.0152 0.01508 7.60206 2.0000000000 2.5685424805    2.000  1.237  3.9742  4.351    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.099e-01 2.748e-01 2.704e-03 7.383e-04 6.706e-03 -1.000 1.527e-02 1.678 1.805 1.826 1.798 1.795 1.797 1.808 1.810 1.811
0.0152 0.01508 7.60206 2.0499999523 2.5706083775    2.050  1.280  3.9825  4.351    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.100e-01 2.748e-01 2.704e-03 7.382e-04 6.705e-03 -1.000 1.525e-02 1.570 1.698 1.738 1.724 1.728 1.736 1.757 1.763 1.767
0.0152 0.01508 7.60206 2.0999999046 2.5725615025    2.099  1.322  3.9904  4.351    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.100e-01 2.748e-01 2.703e-03 7.382e-04 6.705e-03 -1.000 1.522e-02 1.464 1.594 1.654 1.652 1.662 1.676 1.706 1.716 1.721
